word,synset,lemma,definition,examples,synonyms,antonyms,similarity_run.v.01_sprint.v.01,similarity_ship.n.01_boat.n.01
inconvenience,inconvenience.n.01,inconvenience,an inconvenient discomfort,[],"{'worriment', 'trouble', 'troublesomeness', 'bother', 'discommode', 'inconvenience', 'disoblige', 'put_out', 'incommodiousness', 'incommode'}",{'convenience'},0.8571428571428571,0.9090909090909091
inconveniently,inconveniently.r.01,inconveniently,in an inconvenient manner,['he arrived at an inconveniently late hour'],{'inconveniently'},{'conveniently'},0.8571428571428571,0.9090909090909091
incorrect,incorrect.a.01,incorrect,not correct; not in conformity with fact or truth,"['an incorrect calculation', 'the report in the paper is wrong', 'your information is wrong', 'the clock showed the wrong time', 'found themselves on the wrong road', 'based on the wrong assumptions']","{'wrong', 'incorrect', 'faulty'}","{'correct', 'right'}",0.8571428571428571,0.9090909090909091
incorrectly,falsely.r.02,falsely,in an incorrect manner,['to credit Lister with the first formulation of the basic principle of stratigraphy would be to bestow credit falsely'],"{'incorrectly', 'wrong', 'falsely', 'wrongly'}","{'correctly', 'right'}",0.8571428571428571,0.9090909090909091
incorrigible,incorrigible.a.01,incorrigible,impervious to correction by punishment,[],{'incorrigible'},{'corrigible'},0.8571428571428571,0.9090909090909091
incorrigibly,,,,,set(),set(),0.8571428571428571,0.9090909090909091
incredulous,incredulous.a.01,incredulous,not disposed or willing to believe; unbelieving,[],{'incredulous'},{'credulous'},0.8571428571428571,0.9090909090909091
incredulously,incredulously.r.01,incredulously,in an incredulous manner,['the woman looked up at her incredulously'],"{'disbelievingly', 'incredulously', 'unbelievingly'}","{'believingly', 'credulously'}",0.8571428571428571,0.9090909090909091
inculcate,inculcate.v.01,inculcate,teach and impress by frequent repetitions or admonitions,['inculcate values into the young generation'],"{'inculcate', 'instill', 'infuse'}",set(),0.8571428571428571,0.9090909090909091
indecency,indecency.n.01,indecency,the quality of being indecent,[],"{'impropriety', 'indecency'}",{'decency'},0.8571428571428571,0.9090909090909091
indecent,indecent.s.01,indecent,not in keeping with accepted standards of what is right or proper in polite society,"['was buried with indecent haste', 'indecorous behavior', 'language unbecoming to a lady', 'unseemly to use profanity', 'moved to curb their untoward ribaldry']","{'uncomely', 'indecent', 'untoward', 'indecorous', 'unseemly', 'unbecoming'}",{'decent'},0.8571428571428571,0.9090909090909091
indecently,indecently.r.01,indecently,in an indecent manner,['she was rather indecently dressed'],{'indecently'},{'decently'},0.8571428571428571,0.9090909090909091
indecision,indecision.n.01,indecision,doubt concerning two or more possible alternatives or courses of action,['his indecision was only momentary but the opportunity was lost'],"{'irresolution', 'indecisiveness', 'indecision'}","{'decisiveness', 'decision'}",0.8571428571428571,0.9090909090909091
indecisive,indecisive.a.01,indecisive,characterized by lack of decision and firmness,['an indecisive manager brought the enterprise to a standstill'],{'indecisive'},{'decisive'},0.8571428571428571,0.9090909090909091
indecisively,indecisively.r.01,indecisively,lacking firmness or resoluteness,"[""`I don't know,' he said indecisively""]",{'indecisively'},{'decisively'},0.8571428571428571,0.9090909090909091
indefensible,indefensible.s.01,indefensible,(of theories etc) incapable of being defended or justified,[],"{'unjustifiable', 'insupportable', 'untenable', 'indefensible', 'unwarranted', 'unwarrantable'}",set(),0.8571428571428571,0.9090909090909091
indelicate,indelicate.s.01,indelicate,in violation of good taste even verging on the indecent,"['an indelicate remark', 'an off-color joke']","{'off-color', 'indelicate', 'off-colour', 'indecorous'}",{'decorous'},0.8571428571428571,0.9090909090909091
indeterminable,indeterminable.a.01,indeterminable,not capable of being definitely decided or ascertained,[],"{'undeterminable', 'indeterminable'}",{'determinable'},0.8571428571428571,0.9090909090909091
indeterminably,indeterminably.r.01,indeterminably,in an indeterminable manner,['their relationship was of an indeterminably vague nature'],{'indeterminably'},set(),0.8571428571428571,0.9090909090909091
indeterminate,indeterminate.a.01,indeterminate,not precisely determined or established; not fixed or known in advance,"['of indeterminate age', 'a zillion is a large indeterminate number', 'an indeterminate point of law', 'the influence of environment is indeterminate', 'an indeterminate future']","{'indeterminate', 'undetermined'}",{'determinate'},0.8571428571428571,0.9090909090909091
indifference,indifference.n.01,indifference,unbiased impartial unconcern,[],"{'unconcern', 'nonchalance', 'apathy', 'phlegm', 'indifference', 'emotionlessness', 'impassivity', 'unemotionality', 'numbness', 'spiritlessness', 'stolidity', 'impassiveness'}",set(),0.8571428571428571,0.9090909090909091
indifferent,apathetic.s.02,apathetic,marked by a lack of interest,"['an apathetic audience', 'the universe is neither hostile nor friendly; it is simply indifferent']","{'indifferent', 'inert', 'deaf', 'unbiased', 'unbiassed', 'neutral', 'apathetic', 'so-so', 'immaterial'}",set(),0.8571428571428571,0.9090909090909091
indigent,destitute.s.01,destitute,poor enough to need help from others,[],"{'indigent', 'needy', 'necessitous', 'poverty-stricken', 'impoverished', 'destitute'}",set(),0.8571428571428571,0.9090909090909091
indignant,indignant.s.01,indignant,angered at something unjust or wrong,"['an indignant denial', ""incensed at the judges' unfairness"", 'a look of outraged disbelief', 'umbrageous at the loss of their territory']","{'outraged', 'indignant', 'incensed', 'umbrageous'}",set(),0.8571428571428571,0.9090909090909091
indignantly,indignantly.r.01,indignantly,in an indignant manner,"['Miss Burney protested indignantly, her long thin nose turning pink with mortification at this irreverent piece of mimicry']",{'indignantly'},set(),0.8571428571428571,0.9090909090909091
indignation,indignation.n.01,indignation,a feeling of righteous anger,[],"{'indignation', 'outrage'}",set(),0.8571428571428571,0.9090909090909091
indignity,indignity.n.01,indignity,an affront to one's dignity or self-esteem,[],{'indignity'},set(),0.8571428571428571,0.9090909090909091
indiscernible,indiscernible.a.01,indiscernible,difficult or impossible to perceive or discern,['an indiscernible increase in temperature'],"{'undetectable', 'insensible', 'indiscernible'}",{'discernible'},0.8571428571428571,0.9090909090909091
indiscreet,indiscreet.a.01,indiscreet,lacking discretion; injudicious,['her behavior was indiscreet at the very best'],{'indiscreet'},{'discreet'},0.8571428571428571,0.9090909090909091
indiscreetly,indiscreetly.r.01,indiscreetly,without discretion or wisdom or self-restraint,['she inquired indiscreetly after the state of his health'],{'indiscreetly'},{'discreetly'},0.8571428571428571,0.9090909090909091
indiscretion,indiscretion.n.01,indiscretion,the trait of being injudicious,[],"{'injudiciousness', 'indiscretion', 'peccadillo'}",set(),0.8571428571428571,0.9090909090909091
indiscriminate,indiscriminate.s.01,indiscriminate,failing to make or recognize distinctions,[],{'indiscriminate'},{'discriminate'},0.8571428571428571,0.9090909090909091
indiscriminately,randomly.r.01,randomly,in a random manner,"['the houses were randomly scattered', 'bullets were fired into the crowd at random']","{'every_which_way', 'haphazardly', 'randomly', 'promiscuously', 'indiscriminately', 'arbitrarily', 'at_random', 'willy-nilly'}",set(),0.8571428571428571,0.9090909090909091
indistinguishable,identical.s.01,identical,exactly alike; incapable of being perceived as different,"['rows of identical houses', 'cars identical except for their license plates', 'they wore indistinguishable hats']","{'indistinguishable', 'undistinguishable', 'identical'}",{'distinguishable'},0.8571428571428571,0.9090909090909091
indoctrinate,indoctrinate.v.01,indoctrinate,teach doctrines to; teach uncritically,['The Moonies indoctrinate their disciples'],{'indoctrinate'},set(),0.8571428571428571,0.9090909090909091
indoctrination,indoctrination.n.01,indoctrination,teaching someone to accept doctrines uncritically,[],{'indoctrination'},set(),0.8571428571428571,0.9090909090909091
indolent,faineant.s.01,faineant,disinclined to work or exertion,"['faineant kings under whose rule the country languished', 'an indolent hanger-on', 'too lazy to wash the dishes', 'shiftless idle youth', 'slothful employees', 'the unemployed are not necessarily work-shy']","{'faineant', 'slothful', 'lazy', 'otiose', 'indolent', 'work-shy'}",set(),0.8571428571428571,0.9090909090909091
indulge,indulge.v.01,indulge,give free rein to,['The writer indulged in metaphorical language'],"{'featherbed', 'indulge', 'cocker', 'pander', 'luxuriate', 'baby', 'coddle', 'mollycoddle', 'cosset', 'pamper', 'spoil', 'gratify'}",set(),0.8571428571428571,0.9090909090909091
ineffective,ineffective.a.01,ineffective,not producing an intended effect,"['an ineffective teacher', 'ineffective legislation']","{'uneffective', 'unable', 'ineffectual', 'ineffective', 'inefficient'}",{'effective'},0.8571428571428571,0.9090909090909091
ineffectively,inefficaciously.r.01,inefficaciously,in an ineffective manner,['he dealt with the problem rather ineffectively'],"{'ineffectively', 'inefficaciously'}","{'effectively', 'efficaciously'}",0.8571428571428571,0.9090909090909091
ineffectiveness,ineffectiveness.n.01,ineffectiveness,lacking the power to be effective,[],"{'ineffectualness', 'ineffectuality', 'ineffectiveness'}",{'effectiveness'},0.8571428571428571,0.9090909090909091
ineffectual,ineffective.a.01,ineffective,not producing an intended effect,"['an ineffective teacher', 'ineffective legislation']","{'uneffective', 'unable', 'futile', 'ineffectual', 'ineffective', 'unavailing', 'otiose'}",{'effective'},0.8571428571428571,0.9090909090909091
ineffectually,ineffectually.r.01,ineffectually,in an ineffectual manner,"['she tried ineffectually to light the primus, and Thomas came to help her']",{'ineffectually'},{'effectually'},0.8571428571428571,0.9090909090909091
inefficacy,inefficacy.n.01,inefficacy,a lack of efficacy,[],"{'inefficaciousness', 'inefficacy'}",{'efficacy'},0.8571428571428571,0.9090909090909091
inefficiency,inefficiency.n.01,inefficiency,unskillfulness resulting from a lack of efficiency,[],{'inefficiency'},{'efficiency'},0.8571428571428571,0.9090909090909091
inefficient,inefficient.a.01,inefficient,not producing desired results; wasteful,"['an inefficient campaign against drugs', 'outdated and inefficient design and methods']","{'inefficient', 'ineffective'}",{'efficient'},0.8571428571428571,0.9090909090909091
inefficiently,inefficiently.r.01,inefficiently,in an inefficient manner,['he dealt inefficiently with the crisis'],{'inefficiently'},{'efficiently'},0.8571428571428571,0.9090909090909091
inelegance,inelegance.n.01,inelegance,the quality of lacking refinement and good taste,[],{'inelegance'},{'elegance'},0.8571428571428571,0.9090909090909091
inelegant,inelegant.a.01,inelegant,lacking in refinement or grace or good taste,[],{'inelegant'},{'elegant'},0.8571428571428571,0.9090909090909091
ineligible,ineligible.a.01,ineligible,not eligible,"['ineligible to vote', 'ineligible for retirement benefits']",{'ineligible'},{'eligible'},0.8571428571428571,0.9090909090909091
ineligibleinept,,,,,set(),set(),0.8571428571428571,0.9090909090909091
inept,awkward.s.04,awkward,not elegant or graceful in expression,"['an awkward prose style', 'a clumsy apology', 'his cumbersome writing style', 'if the rumor is true, can anything be more inept than to repeat it now?']","{'inapt', 'awkward', 'clumsy', 'tactless', 'feckless', 'ill-chosen', 'inept', 'cumbersome'}",set(),0.8571428571428571,0.9090909090909091
ineptitude,awkwardness.n.01,awkwardness,unskillfulness resulting from a lack of training,[],"{'maladroitness', 'slowness', 'ineptness', 'worthlessness', 'ineptitude', 'awkwardness', 'clumsiness'}",{'worth'},0.8571428571428571,0.9090909090909091
ineptly,ineptly.r.01,ineptly,with ineptitude; in an incompetent manner,['he performed his functions ineptly'],"{'ineptly', 'fecklessly'}",set(),0.8571428571428571,0.9090909090909091
inequalities,inequality.n.01,inequality,lack of equality,['the growing inequality between rich and poor'],{'inequality'},{'equality'},0.8571428571428571,0.9090909090909091
inequality,inequality.n.01,inequality,lack of equality,['the growing inequality between rich and poor'],{'inequality'},{'equality'},0.8571428571428571,0.9090909090909091
inequitable,inequitable.a.01,inequitable,not equitable or fair,"['the inequitable division of wealth', 'inequitable taxation']","{'inequitable', 'unjust'}",{'equitable'},0.8571428571428571,0.9090909090909091
inequitably,inequitably.r.01,inequitably,in an inequitable manner,"[""their father's possessions were inequitably divided among the sons""]",{'inequitably'},{'equitably'},0.8571428571428571,0.9090909090909091
